job_title,company_name,summary
Analyst P&O Business Intelligence,Banfield Pet Hospital,"The Analyst, Business Intelligence supports P&O and its internal partners by extracting meaningful insights from existing and new P&O data to drive an effective people strategy, applying statistical findings to layered P&O, Financial, and Operational data to support effective human capital planning,enhancing strategic usage of metrics.

ESSENTIAL RESPONSIBILITIES AND TASKS
Live and exemplify the Five Principles of Mars, Inc. within self and team.
Derive functional requirements from high-level business needs, understanding the question/problem and identifying the data needs and sources for various P&O effectiveness projects/processes.
Apply data analytics to provide valuable quantitative metrics needed to illustrate organizational challenges, measure efficiencies and return on investment on key P&O initiatives.
Maintain and promote excellent relationships, serving as liaison between business units, assisting with reporting and data generation, analysis and interpretation and user training as required.
Collaborate effectively and cooperatively with stakeholders, co-workers, vendors, and leadership to create new ideas for analytical solutions that solve internal business challenges, ensure data quality and improve data accessibility.
Identify and forecast trends, and ensure clear representation of data and workforce presentations to measure key P&O analytics.
Create business intelligence tools and reports, such as data models and dimensional analyses, composing technical documents in support of the development, implementation, and maintenance of BI systems.
Assist in the development of data marts/universes by scoping and gathering requirements from business users and working cross-functionally to deliver the end product.
Build and deliver well-crafted presentations of findings to educate stakeholders and partners on trends, challenges and opportunities
Run routine and ad hoc HR reports as requested such as quarterly and annual audits.
Other job duties as assigned.

SPECIAL WORKING CONDITIONS
Ability to work at a computer for long periods of time.
Project timelines and work volume / deadlines may often require more than 40 hours per week to complete essential duties of this job.
Must have mental processes for reasoning, remembering, mathematics and language ability (reading, writing, and speaking the English language) to perform the duties proficiently.
Ability to carry out instructions furnished in written, oral, or diagram form and to solve problems involving several variables.
Ability to stand, walk, stoop, kneel, crouch, and climb as well as manipulate (lift, carry, move) up to 50 pounds.
Requires good hand-eye coordination, arm-hand-finger dexterity with the ability to grasp, and visual acuity to use a keyboard and operate necessary equipment.
The noise level in the work environment is normally moderate.
Environment where pets are present.

EXPERIENCE, EDUCATION AND/OR TRAINING
Bachelors degree in HR, Finance, Statistics, or Systems preferred, or the equivalent combination of education, training and experience that provides the required knowledge, skills, and abilities.
Minimum three years experience in Human Resource analytics required.
Must have experience in HR data reporting and Business Objects reporting required.
Experience in High-level Excel usage and Standard Statistical Analysis required.
Experience in SQL, Cloud based Analytics tools, and Oracle HCM Tools (Oracle EBS or Taleo Enterprise Edition) preferred.
Prefer health care background (veterinary or human healthcare, pharmaceutical, etc.).

WE ARE A DRUG-FREE, SMOKE-FREE, EQUAL OPPORTUNITY EMPLOYER.
Company Policy, Federal and State Laws Forbid Discrimination Because of Age, Color,
Race, Religion, Sex, Disability, Sexual Orientation or National Origin."
Business Intelligence Analyst I,Northwest Federal Credit Union,"ABOUT THIS ROLE:

The primary role of this position is to assist Northwest Federal Credit Union to live out our vision to be the lifetime financial partner for our member-owners. One of the primary means to achieve this end is to develop a highly effective team of employees and develop each employee to their highest potential through coaching and leadership. This position is responsible for ensuring that outstanding service is delivered to both internal and external members. A key component of this service to external members is to ensure each employee identifies members financial needs and suggests appropriate Credit Union solutions.

The Business Intelligence Analysts operates as a member of the Business Intelligence Team within the Enterprise Strategic Service group. Support the entire Credit Unions reporting and analytics requests. The successful candidate will take ownership of building reports and dashboards through the Credit Unions Business Intelligence tools have a strong understanding of the data, and a high level of understanding for the Credit Unions needs to be able to provide information for decision making at all levels.

DUTIES AND RESPONSIBILITIES:
Must include the following and you may include any additional:
Deliver outstanding service that delivers on our Service Promises.
Meet or exceed the service goals for the position.
Knowledge of the Credit Unions products and services.
Complete BVS classes as assigned.
Maintain department policy and procedure documentation accordingly.
Remains cognizant of and adheres to NWFCU policies and procedures, and regulations pertaining to the Bank Secrecy Act (BSA).
Work closely with business owners to gather and define requirements; exploring the reasons behind reporting requests to improve processes and increase efficiencies
Develop reports and dashboards using Business Intelligence Tools
Analyze OLAP and OLTP data to be able to provide analytical analysis
Developing SQL Queries for reports and dashboards
Develop stored procedures, views, queries to be used for reporting purposes
Participate in code reviews between team members
Create documentation around processes and procedures
Help with configuration of Business Intelligence Tools
Apply industry best practices
Work in an agile methodology, participating in planning and review sessions, stand-ups, etc.
Complete any additional assignments accurately and efficiently

QUALIFICATIONS:

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Bachelors degree in Analytics, Economics, Finance, Mathematics or related field
Highly proficient in Microsoft Office and expert level understanding of Excel
Exceptional analytical, problem solving, and time management skills required
Strong attention to detail  Proficient quantitative and qualitative analysis skills
Ability to handle multiple projects with tight deadlines and adaptable to changing priorities
Ability to work both independently and within a team environment, to build good working relationships and effectively manage multiple tasks.
Excellent interpersonal and communication skills, oral and written
Experience with a BI analysis and reporting tools, preferably IBM Cognos Analytics or Tableau
Experience writing SQL, preferably in SQL Server
Knowledge of database systems, data analytic techniques or financial systems a plus"
Data Analyst,Magento,"Who You Are
Being a data analyst at Magento is all about problem solving. If you are often driven to ask more of data, this is the perfect role for. Interest in eCommerce and online technology is a given.
What You'll Do
Your top priority will be working with internal data sets to deliver valuable insights. You will use your academic and work experience to quickly learn the ins and outs of our software so you can help our customers understand their data and create actionable analyses that can productized. Ultimately, you are charged with making our clients love us by making their analytics accessible and understandable.
Examples of your specific responsibilities may include:
Analyzing and extracting insights from large, unstructured datasets
Helping users (internal & external) understand and analyze their data effectively
Managing client data warehouses to support analysis
Validating data replication and diagnosing data discrepancies
Evangelizing analysis best-practices
Improving internal processes to maximize efficiency
Providing stellar customer success interactions
What You Will Need
This is a demanding position where only highly-motivated, self-driven candidates will excel. Qualified candidates should have 1-2 years of relevant professional experience. All applicants must possess the following qualities:
Bachelor Degree
Proficiency with a database language (e.g. PostgreSQL, MongoDB)
Aptitude for problem solving
Strong quantitative analysis skills
Excellent written and spoken communication skills
Good presentation skills
Track record of learning new skills and putting them to use immediately
Hunger for continued learning
Sense of ownership and pride in your performance and that of the company
Things That Will Impress Us
Experience with eCommerce, Magento Commerce, and/or Magento BI
Knowledge of Google Analytics
Experience with data analysis
Customer-facing experience"
BI Developer,AUTONATION,"The role of the BI Developer is to develop and support Microsoft SQL applications and database solutions within the AutoNation enterprise. This person works to define technical requirements and gain an understanding of the business to be effective at satisfying system requests. Key responsibilities of this position include: Creating and modifying stored procedures and views and creating and modifying SSRS reports and SSIS packages. Additionally, they will work with business owners to define, design, and develop requirements given time and budget constraints.

Job Responsibilities: Develop SQL based application solutions and enhancements that meet user requirements. Create, modify and test various SQL queries, stored procedures and views for obtaining data from diverse source systems and platforms. Follow database development standards for Microsoft enterprise and application databases. Document the logical and physical components of operational databases and their functionality during the course of their work.

Understand table indexing and query strategies, database objects maintenance and performance issues. Analyze problems as assigned and provide solutions to address business needs. Assist in the roll-out of new SQL based applications, problem fixes, and enhancements of software. Understand how assigned programs link with those of other programs and the overall system schema.

Create consistent and accurate technical and end-user documentation of implemented applications, databases and systems. Follow Microsoft SQL and database best practices to improve the operational reporting environment while focusing on resolving problems raised by team members, stakeholders and end users. Implement ETL and other data movement requirements using SQL and Microsoft SSIS. Create new and modify existing SSRS reports for operational reporting.

Mandatory Qualifications: More than Seven years of development experience in various BI tools and technologies including but not limited to Microsoft BI stack Three to five years of development experience in T-SQL, SSRS and SSIS Experience in designing, developing, and supporting Operational Data sources, Data warehouse or data marts Experience in working with big datasets Previous business analysis experience. Result oriented and good problem solving skills Excellent oral and written communication skills. Preferred Qualifications: Cube development and MDX development in Microsoft Analysis Services. Prior experience in big projects or big IT organizations Experience in Query optimizations or performance tuning of various MS BI objects Experience in .NET, C# development, MSMQ, SOAP and XML.

Experience with Object Oriented designs, middle-ware architectures, distributed computing solutions. Microsoft Certifications"
"Sales Finance, Business Intelligence / Financial Analyst",Twitter,"What Youll Do:

You will be a key member of the Sales Finance team working closely with partners around Twitter. We believe our leaders communicate fearlessly to build trust and seek diverse perspectives. As such, you will:
Partner with Product, Engineering and Analytics teams to help resolve broader business problems
Design, develop & deliver robust and scalable reports for the Twitter Sales team
Provide daily revenue insights to the CFO and executive team
Facilitate integration of new acquisition revenue data into Twitter Revenue Data Warehouse
Relate financial performance to advertiser needs and provide compelling cases for action to senior sales management
Be personable, approachable and able to connect with each and every person on the team and throughout the business
In this position, you will provide critical financial support and tools to grow and scale Twitters Ads, Licensing & Partnerships business. We need someone to:
Define data systems and tools with product and engineering to provide revenue dashboards and other business intelligence reports
Partner with senior Finance, Product and Ops to create revenue growth plans and establish financial and operating targets
Use metrics and analytics to identify growth risks and opportunities and influence business partners to drive timely decision making
Develop scalable reporting solutions for non-finance stakeholders
As we strive to create a rigorous culture that balances experimentation and getting it right, we have high standards of execution. We require someone who has:
Strong experience with Database Management systems and coding (Vertica, MySQL, Oracle, Python, Scala, Java)
Deep experience in Tableau and front end design for Business Intelligence
Demonstrated ability to simplify complex data sets and extract non-obvious insights with frameworks and analyses
Strong ability to project manage and to remain detail-oriented while working with numerous stakeholders
Who You Are:
Demonstrated ability to work collaboratively across different functions and effectively influence senior business partners
Possess a demonstrable grasp of Twitter, mobile (i.e., device and carrier markets), web and media markets
Knowledge of digital ad space; knowledge of social media a plus
Requirements:
Bachelors degree required, preferably in Mathematics, Computer Science, Statistics or a Business related degree
At least 4 years of work experience
Demonstrated experience writing SQL queries and pulling data from relational databases
Superior Excel financial modeling skills and proficient PowerPoint skills
Web design and development and/or experience in Salesforce beneficial
We are committed to an inclusive and diverse Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran, genetic information, marital status or any other legally protected status.

San Francisco applicants:

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction record"
DBA + BI Developer,Decentrix,"Decentrix is offering an exciting opportunity to a senior level individual with the right skill set and background to join our elite team and work with the most advanced Microsoft SQL Server based Data Warehouse and Business Intelligence technologies available today. You would be using your leadership, technical database, architectural, and development skills in an extremely fast paced environment providing services to forward thinking media corporations. Come work with a team of professionals that place more importance on customer satisfaction and software excellence than on bureaucracy and punching a clock.

See www.bianalytix.com for more information.

Job Duties:
Design Business Intelligence Systems for clients in the Media Industry
Develop ETL processes and OLAP cubes for Media Industry analysis
Design and implement client requested enhancements to the data warehouse
Diagnose and correct installation and system issues with the data warehouse system
Train client staff (remotely) for data warehouse enhancements
Project manage installation resources to completion
Architect, code, and maintain intranet based ASP.NET websites for data warehouse interaction/maintenance
Design, install, customize, and evangelize SharePoint implementations throughout the ecosystem
Work with SAN vendors and customers to implement SAN based DR and nightly deployment solutions
Lead a team of highly skilled professionals to successfully accomplish daily mission assignments
Technical:
The ability to design ETL packages in SSIS
Experience designing/implementing OLAP cubes using SSAS
The ability to design data warehouse schemas for complex business data relationships
Expert level knowledge of the Microsoft SQL Server database system
The ability to diagnose and correct system faults with the above products
Experience designing, writing, and maintaining ASP.NET applications (C# preferred)
Experience customizing SharePoint
Working knowledge of Microsoft Azure administration and configuration
A bachelor's or master's degree in Computer Science or related technical field
Working knowledge of software engineering and application of database methodologies, techniques, and tools
Microsoft Certified Professional qualifications favorably considered
Personal:
A flexible, creative, open mind that loves solving problems for customers with the SQL Server stack
The skills to quickly diagnose and solve technical database and ETL problems
Interest and ability to work at the technical installation level with major media corporations
Maturity to project manage the services to an installation contract
Excellent communication skills, including good verbal and written abilities
The ability to interpret client business requests and translate them into solution designs that achieve client satisfaction
Strong leader with a record of success as project manager/dev team lead
The ability to juggle multiple projects, code sets, personnel management tasks, and client threads simultaneously
Travel Some minimal travel may be required (1-3 trips per year)

Work Hours Standard + flexible or non-traditional for client support in off-hours (rotation)"
BI Developer,Decentrix,"Decentrix is offering an exciting opportunity to an individual with the right skill set and background to join our elite team and work with the most advanced Data Warehouse and Business Intelligence technologies. You would be using your business and technical skills in an extremely fast paced environment providing services to forward thinking media corporations. See www.bianalytix.com for more information.

Position Responsibilities:
Design Business Intelligence Systems for clients in the Media Industry
Develop ETL and OLAP cubes for Media Industry analysis
Design and implement client requested enhancements to the data warehouse
Diagnose and correct installation and system issues with the data warehouse system
Train client staff (remotely) for data warehouse enhancements
Project manage installation resources to completion
Technical Proficiencies:
Have experience with the design of Business Intelligence systems using SSAS
The ability to design data warehouse schemas for complex business data relationships
Operational knowledge of the Microsoft SQL Server database system
Ability to design ETL packages with the SSIS tool
The ability to diagnose and correct system faults with the above products  Bachelor's degree from a four-year college or university in Computer Science or related technical field.
Working knowledge of software engineering and applying database methodologies, techniques, and tools.
Microsoft Certified Professional qualifications favorably considered
Personal:
The experience to design schema, ETL and OLAP cubes to analyze complex data relationships
The skills to quickly diagnose and solve technical database ETL problems
Interest and ability to work at the technical installation level with major media corporations
Maturity to project manage the services to an installation contract
Excellent communication skills, including good verbal and written abilities
The ability to interpret client business requests and translate to solution designs that achieve client satisfaction"
"HBO Vice President, Data Engineering Services",HBO,"OVERALL SUMMARY

The Vice President, Data Engineering Services (DES) within the Media Technology & Information Services (MTIS) group is responsible for the leadership and architecture of our Data and Analytics platform ecosystem.

As a senior leader in Technology this position will work extensively with HBO executive management, business unit representatives, data stewards, and technology stakeholders to define, implement and sustain our Data & Analytics platform (DAP) & Business Intelligence (BI) solutions which support all of HBOs platforms and business areas.

This position is responsible for defining and implementing data integration architecture, enterprise reference data, and data quality solutions across HBO and includes the assessment of new and existing platform architecture frameworks, software & hardware technologies, as well as the evaluation and selection on premise and cloud technologies.

The VP, Data Engineering Services will lead a team of engineering managers, software engineers and consultants (on and offshore) assigned to software development and technical architecture teams that support enterprise wide applications and tools to drive the down stream media supply chain systems as well as the data and analytics solutions used to market, measure and retain HBO subscribers. Transforming the technical management of data to drive the growth and evolve the customer experience is a primary goal of this position.

We are looking for a passionate, high energy individual who is excited about delivering data driven capabilities to meet HBOs growing insights, analytics and intelligence capabilities leveraging the best in class industry proven solutions. This individual must have a track record of working in a highly collaborative environment and should take pride in evolving the entire organization to create the future data technology platform for HBOs growth. This position will be based in New York City and report to the Senior Vice President Media Technology & Information Services.

Primary Responsibilities:
Lead strategy, architecture and the development of data and analytics solutions.
Collaborate with peers in Research, Marketing, Distribution, Finance, and Technology to prioritize, plan and release capabilities within the Data and Analytics platform ecosystem.
Develop, mentor and manage a team of technical leaders, engineers and architects.
Manage departmental and project budgets.
Identify structural and process improvement opportunities, overseeing the development and implementation of best practices for modern development principles and methodologies.
Lead a team that supports the data platform, applications and workflows 24x7.
Ability to lead teams using different delivery and execution models and sheperd agile practices and processes.
Develop and implement organizational goals and compliance requirements.
Innovate with and expand the organization's insight, intelligence and analytics offerings, emerging approaches, skills and technologies.
Research and develop new data solutions and tools sets.

Qualifications:
The ideal candidate will have a B.S. degree in Computer Science, Data Science or equivalent. Masters degree preferred.
12-15 years experience in a software development role in Big data, data warehousing, data science, insight, intelligence and analytics solutions including 7+ years in a technology leadership position, in the media industry is preferred.
Preferred candidates have an established track record of defining solutions and leading the implementation of large-scale high quality enterprise solutions.
Possess strong knowledge of domain driven design and design patterns.
Proven ability to assess an existing business process and implement a next generation solution using a services-based approach.
Experience leading an agile team or leading an agile transformation is desired.
Proven track record of developing and evolving data and analytics capabilities in the cloud (preferably using AWS).
Excellent written and verbal communication skills with the ability to present complex technical information in a clear and concise manner to a variety of audiences.
Demonstrated ability to work collaboratively with leadership and colleagues to support business results and to identify and resolve issues.
Excellent customer focus and awareness of the importance of the customer in a service organization.
Proven problem solving skills, and the ability to interact with all levels of technical and non-technical staff.
Must have a high level of energy and commitment and ability to attract and develop software engineering talent."
Business Intelligence Analyst,American Express Global Business Travel,"Job Description

American Express Global Business Travel (GBT), a joint venture between American Express and Certares, is a global leader in business travel and meetings management committed to helping business succeed through cost-effective program management, world-class customer service, and enhanced traveller productivity support worldwide.

This role sits within the Global Supplier Relations (GSR) Team that manages relationships with core suppliers across airlines, hotels and car rental. Within GSR, the Air Revenue Management team is responsible for managing the data infrastructure, analysing data and delivering insights on our supplier performance and business development opportunities with key airline and car partners. Data and insights being a key strategic pillar across GBT, the Business Intelligence Analyst will play an active part in both defining and delivering future data, analytics and insights needs for GSR.

We are looking for a strong candidate who can bring strong capabilities in data analytics and visualisation to drive actionable insights and impactful recommendations to optimise revenue and performance. The Business Intelligence Analyst will also have a strong interest in understanding key business processes, commercial implications and a passion for developing new predictive analytics utilising new data sources and big data.

**Airlines, hospitality, travel and tourism

background will be a plus**

Primary Responsibilities Include:
Develop advanced analytics methodologies to provide senior management on key performance metrics and predictive insights that will enable strategic business decisions

Communicate with stakeholders across global markets to understand revenue optimisation and business performance related questions. Support strategic and operational initiatives to produce effective reporting and actionable insights.

Translate business questions to data and analysis requirements; carry out data mining, analysis, visualisation and presentation.

Collaborate with database developers globally to streamline data sources to ensure consistency in the data used to support regular and ad hoc reporting and analysis

Coordinate between database development and business teams such as Revenue Management and Supplier Optimization teams to align and enhance the understanding data and analytics capabilities

Drive big data and predictive analytics development

Qualifications Include:
Insight/Data/BI or MI Analyst with 1 - 5 years experience or graduate with a relevant business/analytical degree

Advanced MS skills

(Excel/Access/VBA/PowerPoint)

is essential

Experience with reporting and visualization tools (such as Tableau, MicroStrategy)

Understanding of database development in SQL, ETL and query optimisation

High proficiency with structuring strategic analysis using appropriate statistical modeling, research techniques and visual presentations to support points of view

Strong stakeholder engagement skills including communications, time management and prioritisation skills

Ability to understand business processes and commercial implications to make strategic recommendations

#LI-DC1

Location

United States >Arizona >Phoenix

It is our policy to provide equal employment opportunities to all individuals based on job-related qualifications and ability to perform a job, without regard to age, gender, gender identity, sexual orientation, race, color, religion, creed, national origin, disability, genetic information, veteran status, citizenship or marital status, and to maintain a non-discriminatory environment free from intimidation, harassment or bias based upon these grounds.

GBT Recruitment Privacy Statement"
Business Intelligence Analyst,BlueCross BlueShield of Kansas City,"Position Summary

Uses internal and external data to provide information and analytic findings to BlueKC about health outcomes and healthcare utilization trends at the program, network, and product levels among others. Independently investigates and discovers areas of opportunity for health improvement programs, and evaluates program effectiveness. Facilitates analysis and discussion about findings, collaborating with teams of cross functional experts of clinicians and analysts with various points of expertise.

Under general direction, designs and executes moderately complex analysis and program evaluations, providing project leadership and direction for other health analysts

Accountabilities

Provides business leadership to facilitate the implementation of moderately complex business and analytic approaches

Understand business stakeholders objectives, the metrics that are the most important to them, and how they measure their performance

Works with clients, end-users, technical architects, and developers to define the data requirements and structure for Business Intelligence (BI) applications

Prepares analytic dashboards, reports and visualizations using SQL, Power BI, R and other tools to provide insights and help your stakeholders improve their performance

Incorporates analytical and problem resolution skills to effectively communicate analytic findings and approaches to management and staff.

Develops and writes moderately complex executive summaries for reports related to analytic findings and opportunities for program improvements

Investigates and mines data to discover areas of opportunity for improving health outcomes & closing member gaps in care. Works with cross-functional team members to assist in developing responses and action plans.

Provides assistance concerning the identification and resolution of moderately complex business and clinical problems and effectively communicates moderately complex information and developments to appropriate management and staff.

Competencies

Delivering High Quality Work
Displaying Technical Expertise
Solving Complex Problems
Using Math

Minimum Requirements

Bachelors degree in computer science, information systems, business administration or other relevant academic field; or any combination of education and experience providing the types and level of knowledge, skills, and abilities required by the job.

Experience with analytical tools such as Business Objects and Microsoft Power BI

Experience creating impactful reports, visualizations, and interactive dashboards

Basic understanding of relational databases and SQL

Experience gathering manipulating and visualizing data

Ability to explain technical information in a simple way to non-technical audiences

Sensitivity to clients' needs and able to develop warm client relationships

Experience using Microsoft Windows, Excel, Word, PowerPoint and Access (or similar applications).

Preferred Qualifications

Preferred Requirements

Masters degree in computer science, information systems, business administration or other relevant academic field; or any combination of education and experience providing the types and level of knowledge, skills, and abilities required by the job.

2+ years experience with analytical tools such as Business Objects and Microsoft Power BI

2+ years experience using and utilizing Microsoft Office, specifically Access and Excel.

Extensive experience using Power BI and Power Query

Some prior experience with NCQAs Healthcare Effectiveness Data Information Set (HEDIS).

Some prior experience with or exposure to health care claims.

At Blue Cross and Blue Shield of Kansas City (Blue KC), we know that success starts with a diverse workforce. Our ability to work effectively as individuals and collectively as teams is a direct reflection of our ongoing dedication. The Blue KC business philosophy is to leverage diversity and inclusion to meet the complex and ever-changing needs of our employees, partners and customers we serve. Blue KC is truly committed to fostering an inclusive culture through equal opportunity and respect. Not accepting applicants from placement services , recruitment firms, and employment

agencies.

Blue Cross and Blue Shield of Kansas City will extend reasonable accommodations to qualified individuals with disabilities who are otherwise not able to fully utilize electronic and online job application systems. For assistance, please send an email to Recruiting@BlueKC.com .

EOE/M/F/Vets/Disability

Affirmative Action Employer

Equal Employment Opportunity

Nearest Major Market: Kansas City

Job Segment:
Business Intelligence, Claims, Information Systems, Database, SQL, Technology, Insurance"
Analyst-Business Intelligence,Gateway,"Effectively applies IU Health's Business Intelligence systems to provide timely, accurate, and reliable reporting information useful for decision making purposes. Provides data analysis support, data validation, and may assist in investigating identified business inefficiencies to assist in development of improvement recommendations. Assists in developing program documentation including training and educational material relative to performance and business intelligence.
QUALIFICATIONS/KNOWLEDGE/SKILLS/ABILITIES

Bachelor's degree preferred or equivalent experience.

Requires proficiency in MS Excel and Access.

0-3 years of experience required."
Senior Business Intelligence Analyst,Indiana University:Staff,"*Search Re-Opened *

The individual in this position will take a self-motivated approach to the following core responsibilities:

 Works with subject matter experts, especially within student and educational affairs, to understand business decisions and resulting outcomes, defining requirements for data integration, reporting, analysis, and descriptive, predictive, and prescriptive business intelligence solution options. Translates business requirements into technical requirements, and helps identify and develop business rules to be applied against the data.

 Identifies source systems and data required in the data warehouse environment to address the business solution. Develops the logical solution design, identifying data gaps and quality issues, from specifications identified with the subject matter experts. Identifies the key facts and dimensions necessary in partnership with technical experts to support the business. Ensures administrative, student and education data is appropriately modeled in support of the schools data warehouse initiative, adhering to university and school data governance standards in the same. Work with other analysts and IT partners to design and develop data models.

 Identifies, investigates, and resolves complex data issues. Responsibility to investigate the issue, determine the underlying cause, define options to resolve, and recommend a solution that will both resolve the current issues and prevent the problem from occurring in the future. Develops and executes Quality Assurance testing for the multidimensional cubes, databases, and tables. Assists technical team in researching and resolving data issues uncovered during development and testing.

 Develops standard reports and performs ad hoc analysis to meet internal and external reporting requirements of the School.

Required Qualifications
REQUIRED : Bachelors Degree in computer science, data analytics, mathematics, statistics, information systems, business, or related fields, plus 5 years of experience in the full life cycle of a business intelligence or data warehouse environment, including requirements gathering, developing and navigating database models, analyzing data, statistical analysis, streamlining processes, quality assurance testing, and the production and interpretation of reports and analyses.

The successful candidate will have demonstrated experience with relational data modeling of business information, multi-dimensional data models, complex data warehouse environments, report building, BI tools, and ETL process knowledge. Experience or exposure to the Microsoft BI stack to include SQL Server Analysis Services and SQL Server Reporting Services plus Tableau Desktop and Server. Ability to communicate effectively both verbally and in writing with a wide variety of people, strong interpersonal skills, ability to take responsibility and resolve problems, demonstration of good decision making capabilities, ability to articulate complex situations and advise accordingly, ability to manage multiple priorities, attention to detail.

Preferred Qualifications
Masters Degree and technical certification.

Experience with statistical analysis, predictive analysis, complex regression analysis, business systems analysis and data virtualization software (e.g., Denodo).

Working Conditions / Physical Demands

Salary Range

Salary Plan
PAE

Salary Grade
3IT

FLSA
Exempt

Work Location

Job Category
IT/Development/Design
Posting Detail Information

Posting Number
06092P

Open Date
10/19/2017

Close Date
01/14/2018

Open Until Filled
No

Posting Disclaimer
This posting may be closed at any time at the discretion of the University, but it will remain open for a minimum of 5 business days.

Special Instructions Summary"
Sr. Business Intelligence Analyst,Veritas Technologies,"We are looking for a Business Systems (Intelligence) Analyst to own the functional and technical aspects of OBIEE for the Finance Transformation - Financial Systems team and will report to the Sr. Manager of Financial Systems. The successful candidate is expected to be detail oriented and a self-motivated individual with proven track records to drive projects to success by working independently or within a team. Individual that can perform best under pressure, highly motivated, enthusiastic, quick learner with excellent communication skills.
Key Responsibilities Include
Design, develop, and implement Oracle Business Intelligence Enterprise Edition (OBIEE) reports, dashboards, and analytics solutions
Work with cross-functional datasets such as AP, GL, HR, Revenue & Backlog, Billings, and Procurement etc.
Liaison with Finance business partners in discovery sessions and collaborate with IT through the report/dashboard development process.
Lead the deployment of Business Intelligence projects for the Finance organization and nurture users with instructive documentation and training sessions.
Carry out ad-hoc data analysis by querying database objects, transactional systems and OBIEE landscape.
Perform Performance tuning and end to end unit testing
Serve as a subject matter expert for OBIEE
Manage OBIEE data level security.
Manage Essbase, Planning security access
Collaborate with FP&A, and consolidate change requests for COA segments and update DRM accordingly
Support the month-end, quarter  end close process as needed
Qualifications
Bachelor degree, preferably in computer science or Finance, or equivalent.
5+ years of experience in reports, dashboard design
2+ years of experience in Hyperion
Proficiency in the Oracle Business Intelligence platform (OBIEE) , SQL
Proficiency with MS Office, especially Excel.
Databases and Data warehouse platform experience: Business Object, Teradata SQL, Microsoft SQL, MySQL database server
Excellent communication skills  verbal and written
Self-motivated with the ability to multitask
Comfortable and flexible working in a fast paced environment
Positive can do attitude and highly analytical; enjoys challenges
Detail oriented and comfortable working with large data sets"
